,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
3302,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,3,0
3305,Portugal,Groups,0,0,Non Refund,93,Transient,A,0,0,1
3310,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
3314,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
3320,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
3321,Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
3322,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,0
3324,Non Portugal,Online TA,0,1,No Deposit,0,Contract,F,1,0,0
3340,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3341,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,1,0
3342,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
3343,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
3347,Portugal,Complementary,2,0,No Deposit,0,Transient,A,0,1,1
3348,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
3355,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
3361,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
3365,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,A,0,1,1
3370,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,0
3377,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,2,0
3380,Portugal,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
3384,Portugal,Direct,0,3,No Deposit,0,Transient,A,0,0,0
3385,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3391,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
3392,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,3,0
3397,Portugal,Direct,0,2,No Deposit,0,Transient-Party,A,0,0,1
3400,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3401,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
3404,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
3410,Portugal,Offline TA/TO,0,1,Non Refund,0,Transient,A,0,0,1
3415,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,D,0,0,0
3416,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
3418,Non Portugal,Direct,0,1,No Deposit,0,Transient,F,0,0,0
3420,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3421,Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
3422,Portugal,Complementary,1,0,No Deposit,0,Transient,A,0,2,0
3424,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
3427,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,1,1
3429,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
3441,Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
3442,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
3443,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
3445,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,C,0,0,0
3450,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
3452,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
3458,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,1,0
3459,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3460,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3463,Portugal,Groups,1,0,Non Refund,45,Transient,A,0,0,1
3465,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,1
3471,Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
3473,Non Portugal,Groups,0,0,No Deposit,14,Transient,C,0,0,0
3475,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,1,0,0
3476,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,0
3478,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,2,0
3481,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3485,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,0
3487,Portugal,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,1,0
3496,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,1,0,0
3515,Portugal,Corporate,3,0,No Deposit,0,Transient,A,0,1,0
3517,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
3519,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
3524,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
3528,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
3532,Portugal,Corporate,1,0,Non Refund,0,Transient,A,0,0,1
3533,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3536,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
3538,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,E,0,0,0
3539,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,1
3540,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
3551,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,1,0,0
3554,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
3556,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
3561,Portugal,Offline TA/TO,0,0,Non Refund,70,Transient,A,0,0,1
3563,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,3,1
3565,Portugal,Groups,1,0,Non Refund,10,Transient,A,0,0,1
3570,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
3571,Non Portugal,Direct,0,3,No Deposit,0,Transient-Party,D,0,0,0
3574,Portugal,Online TA,1,0,No Deposit,0,Contract,D,0,1,1
3575,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,1,2,0
3584,Non Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
3586,Portugal,Online TA,0,0,No Deposit,0,Group,D,0,0,0
3587,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
3589,Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,1
3594,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,0,1,0
3600,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,1,0
3606,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
3607,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
3609,Portugal,Direct,0,0,No Deposit,0,Group,A,0,0,0
3617,Non Portugal,Direct,0,3,No Deposit,0,Transient,A,1,0,0
3618,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
3621,Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,3,0
3628,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
3629,Portugal,Groups,0,0,Non Refund,0,Transient-Party,A,0,0,1
3633,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
3637,Non Portugal,Groups,0,0,No Deposit,0,Transient,A,0,0,0
3638,Non Portugal,Offline TA/TO,0,0,No Deposit,17,Transient-Party,A,0,0,0
3639,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
3643,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
3649,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3654,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,0,0
3656,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
3662,Portugal,Corporate,1,0,No Deposit,0,Transient-Party,A,0,0,0
3669,Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
3671,Non Portugal,Groups,0,1,No Deposit,34,Transient-Party,A,0,0,0
3672,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
3673,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
3686,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,1,0,0
3687,Non Portugal,Groups,0,0,No Deposit,48,Transient-Party,A,0,1,0
3689,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3691,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
3694,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3695,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
3696,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3703,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,E,0,2,0
3709,Portugal,Direct,0,0,No Deposit,0,Transient,E,0,1,1
3727,Portugal,Corporate,3,2,No Deposit,0,Transient,A,0,1,0
3729,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
3741,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
3743,Portugal,Online TA,0,2,No Deposit,0,Transient-Party,A,0,1,0
3744,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
3745,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,1
3746,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,2,0
3754,Portugal,Offline TA/TO,1,2,No Deposit,0,Group,A,0,1,1
3755,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
3762,Portugal,Complementary,1,1,No Deposit,0,Transient,A,0,2,0
3764,Portugal,Direct,0,0,No Deposit,0,Transient,L,0,0,0
3767,Portugal,Groups,0,1,No Deposit,49,Transient-Party,A,0,0,0
3771,Non Portugal,Direct,0,2,No Deposit,0,Transient,D,0,0,1
3774,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
3775,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,0
3779,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
3781,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
3784,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,1,1
3789,Non Portugal,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
3794,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
3799,Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3806,Non Portugal,Offline TA/TO,0,1,No Deposit,43,Transient-Party,A,0,2,0
3810,Non Portugal,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
3819,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3822,Portugal,Online TA,0,0,No Deposit,0,Contract,D,0,1,1
3829,Portugal,Corporate,0,0,No Deposit,0,Transient,E,0,0,1
3831,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,G,0,0,0
3834,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3843,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,0,0,0
3846,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
3847,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
3860,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
3867,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
3868,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
3869,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3874,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,0,2,0
3875,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,3,0
3881,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
3888,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
3890,Portugal,Corporate,0,3,No Deposit,0,Transient,A,0,0,0
3892,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
3898,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
3900,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,1,0
3906,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
3908,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
3909,Non Portugal,Offline TA/TO,0,0,No Deposit,38,Transient-Party,A,0,0,0
3916,Non Portugal,Offline TA/TO,0,0,No Deposit,178,Transient-Party,A,0,0,0
3924,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,1,0,0
3927,Portugal,Groups,0,2,No Deposit,0,Transient-Party,E,0,0,0
3931,Non Portugal,Groups,0,1,No Deposit,99,Transient-Party,A,0,0,0
3937,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
3938,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,0,0,0
3939,Portugal,Direct,0,1,No Deposit,0,Transient,E,1,2,0
3943,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,0,0,0
3945,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
3951,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,0
3956,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
3957,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
3960,Portugal,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,1
3961,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,1
3966,Portugal,Complementary,0,1,No Deposit,0,Transient,D,1,1,0
3969,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3970,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
3971,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
3974,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
3975,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
3982,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
3984,Portugal,Offline TA/TO,1,0,No Deposit,0,Transient,D,0,0,1
3985,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
3988,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,1,2,0
3989,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
3997,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,D,0,1,0
4000,Portugal,Corporate,0,4,No Deposit,0,Contract,A,0,0,0
4008,Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
4011,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,0
4013,Non Portugal,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
4014,Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
4017,Portugal,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
4018,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
4021,Portugal,Direct,0,3,No Deposit,0,Transient,C,0,3,0
4022,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
4025,Portugal,Direct,0,0,No Deposit,0,Transient,E,1,4,0
4026,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,1,0
4028,Portugal,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
4030,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
4031,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
4032,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,A,0,1,0
4036,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
4037,Portugal,Online TA,1,1,No Deposit,0,Transient-Party,A,0,0,1
4038,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
4041,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4042,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4043,Non Portugal,Aviation,0,0,No Deposit,0,Transient,D,0,0,0
4046,Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
4050,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
4060,Non Portugal,Offline TA/TO,0,1,No Deposit,69,Transient-Party,A,0,0,0
4068,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
4077,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4084,Portugal,Direct,0,0,No Deposit,0,Transient,E,0,0,1
4089,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
4090,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
4092,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4093,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
4095,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
4099,Non Portugal,Groups,0,2,No Deposit,0,Transient,A,0,0,0
4105,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
4123,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
4125,Portugal,Direct,1,0,No Deposit,0,Transient-Party,B,0,1,1
4128,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4138,Non Portugal,Groups,0,0,No Deposit,0,Transient,A,0,2,0
4140,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,1,1,0
4143,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,3,0
4146,Non Portugal,Direct,0,1,No Deposit,0,Transient,F,0,2,0
4147,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
4148,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,0
4150,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
4159,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
4162,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4168,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,0
4171,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
4177,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4180,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
4182,Non Portugal,Groups,0,0,No Deposit,0,Transient,A,0,0,0
4184,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,1,0
4185,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
4187,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4196,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,1,0,0
4197,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4199,Non Portugal,Direct,0,2,No Deposit,0,Transient,D,0,2,0
4200,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
4204,Portugal,Direct,0,0,No Deposit,0,Transient-Party,F,0,2,0
4205,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,2,0
4211,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,0
4218,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
4228,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
4230,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,1,0
4233,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4234,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
4236,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
4239,Portugal,Corporate,0,1,No Deposit,0,Transient,A,1,0,0
4242,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,0,0
4244,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
4247,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
4249,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4251,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4254,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
4259,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
4264,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
4265,Non Portugal,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
4267,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4274,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
4276,Non Portugal,Online TA,0,1,No Deposit,0,Contract,B,1,2,0
4277,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
4278,Non Portugal,Online TA,0,2,No Deposit,0,Transient,E,0,3,1
4279,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
4281,Portugal,Direct,0,0,No Deposit,0,Transient-Party,G,0,0,1
4285,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4291,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
4304,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
4313,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4315,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,0,0
4316,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4321,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4326,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
4328,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
4340,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4343,Non Portugal,Offline TA/TO,0,3,No Deposit,0,Transient,A,0,0,0
4344,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
4347,Non Portugal,Direct,0,1,No Deposit,0,Transient,B,0,0,0
4351,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
4359,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
4361,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
4363,Portugal,Groups,0,0,Non Refund,60,Transient,A,0,0,1
4364,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,0,0
4367,Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
4376,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
4378,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
4383,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
4385,Portugal,Direct,1,0,No Deposit,0,Transient,D,0,0,1
4393,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
4394,Non Portugal,Online TA,0,0,No Deposit,0,Contract,B,0,1,0
4395,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4397,Non Portugal,Online TA,0,1,No Deposit,0,Contract,F,0,0,0
4400,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
4401,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
4404,Portugal,Direct,0,1,No Deposit,0,Transient,E,0,0,1
4406,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4407,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,0
4408,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,1
4414,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,1,0
4416,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
4417,Portugal,Offline TA/TO,1,0,Non Refund,39,Transient,A,0,0,1
4422,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,0
4424,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,0,0,1
4427,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
4430,Portugal,Online TA,0,2,No Deposit,0,Contract,A,0,1,0
4432,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,1,0
4434,Non Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
4439,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,1
4441,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
4443,Portugal,Online TA,0,2,No Deposit,0,Transient,C,1,2,0
4455,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,2,0
4456,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
4460,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
4461,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,1,2,0
4465,Portugal,Direct,0,0,No Deposit,0,Transient,B,0,0,0
4466,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
4468,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
4474,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
4476,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
4477,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
4478,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
4483,Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,1
4486,Portugal,Direct,1,1,No Deposit,0,Transient,F,0,0,0
4487,Non Portugal,Groups,0,2,No Deposit,0,Transient,C,0,0,0
4493,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
4496,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4500,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,2,0
4506,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
4507,Non Portugal,Online TA,0,0,No Deposit,0,Group,G,0,1,0
4511,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,D,0,1,0
4513,Portugal,Offline TA/TO,26,0,Non Refund,0,Transient,A,0,0,1
4518,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
4529,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,E,0,2,0
4530,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,D,1,0,0
4531,Portugal,Groups,1,0,Non Refund,40,Transient,A,0,0,1
4533,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
4535,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Group,D,0,2,0
4536,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
4542,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,D,0,0,0
4543,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
4544,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
4547,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
4550,Portugal,Corporate,0,1,Non Refund,0,Transient,A,0,0,1
4552,Non Portugal,Direct,0,2,No Deposit,0,Transient-Party,D,0,0,0
4555,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,0,0
